track_id,track_name,track_artist,playlist_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
4NGqRuAlvrp1b1U5ReEPar,Payback,Brownside,Chicano Rap,0.788,0.528,-15.528,0.234,0.0469,0.0042,0.0752,0.584,164.608,5
4nqNqpty408dTki8fjpLHJ,Smoker's Paradise,Spanish Fly,Chicano Rap,0.93,0.693,-8.727,0.239,0.00635,0.000111,0.1,0.765,98.049,5
6pMrghgcX9N6lljolACfrE,Ooh Baby Baby,Lil Rob,Chicano Rap,0.598,0.781,-4.272,0.0465,0.17,0.0,0.139,0.626,97.482,4
02LnwwnaanFpM5dZNArPBb,Ella Se Fue,Kinto Sol,Chicano Rap,0.831,0.79,-5.322,0.0843,0.0386,0.000473,0.0708,0.96,93.998,4
7LvtI01zEZI0AcKAvPIIUz,Dope's Gotta Hold On Me (feat. Ese Rich Roc),Spanish F.L.Y.,Chicano Rap,0.579,0.361,-13.42,0.287,0.116,2.32e-05,0.113,0.584,239.44,5
7F09MMhBLWflSJuAyp75VV,Sólo Contigo,Akwid,Chicano Rap,0.662,0.746,-3.416,0.249,0.189,0.0,0.27,0.655,179.695,5
47vlYPtgPiHBvTDzwHYonm,Armageddon,Conejo,Chicano Rap,0.589,0.864,-5.205,0.347,0.461,0.0,0.411,0.686,91.272,5
5vOLEEbDyprZroj1xPKZ3i,Get Down on It,Central Coast Clique,Chicano Rap,0.975,0.722,-4.351,0.165,0.215,5.47e-05,0.053,0.812,111.045,4
0qye74bBDF4HABKjoCb7xz,Rest In Peace,Brownside,Chicano Rap,0.702,0.463,-9.884,0.0443,0.000918,0.000113,0.0903,0.713,140.493,4
392GJeq135q5wX2JO13dl1,I'd Rather Be Your T.H.U.G.G - Remix,Malow Mac,Chicano Rap,0.677,0.667,-5.259,0.3,0.328,0.0,0.0801,0.683,84.024,5
1Fq7rVBKq5nr7tUbyv1QAn,Angel Baby 2013+1 Remix (Oldie),Mr. Capo Los Presents…,Chicano Rap,0.812,0.599,-5.326,0.0512,0.304,1.48e-05,0.129,0.322,97.504,4
2Vx4jCfUHj1q1LyLnNgkct,The Sickside,Sick Jacken,Chicano Rap,0.659,0.613,-9.956,0.314,0.062,0.0,0.88,0.482,94.127,1
0GRHUAL2Fx9xJR4hydAKgk,Player Blacky (feat. Brown Boy),Lil Blacky,Chicano Rap,0.822,0.505,-7.901,0.255,0.00487,2.19e-05,0.128,0.836,99.989,5
5kTQcXGrvTxBQf0s4Hx1fj,Come Back To Me,Chino Grande,Chicano Rap,0.647,0.676,-5.727,0.166,0.0891,0.0,0.377,0.437,175.956,2
36jDlsapfPtoIMps7H1j2e,Somebody Please (Remix),Mister D,Chicano Rap,0.733,0.553,-8.14,0.0478,0.00787,2.38e-05,0.0843,0.6,85.029,4
5ntGYNA4DoJJfl2pLy0GwM,Leva Die,Triple C,Chicano Rap,0.933,0.861,-4.395,0.122,0.193,0.122,0.141,0.914,95.558,4
2lACaIy7bocCyGwJXGtwLy,By Your Side,Silencer,Chicano Rap,0.671,0.565,-5.552,0.15,0.325,0.0498,0.0905,0.404,173.323,2
0HsVEzGLqUHpj6EEhxOcp5,Deadly Sins,Clika 1,Chicano Rap,0.673,0.729,-7.177,0.519,0.00992,0.0,0.259,0.824,178.373,5
5eHcSqMgtjtFEyLQLP2PSv,Gangsters & Players,Westside Cartel,Chicano Rap,0.968,0.551,-5.204,0.234,0.0557,0.0,0.488,0.617,107.016,5
5tw6ibIqJSd8eAW5G47wCr,This Is What I Do,Conejo,Chicano Rap,0.666,0.905,-4.574,0.211,0.114,0.0,0.202,0.709,81.787,4
2TxlLH6yPgfWdc6e1WPoiL,El Hijo De Mama,Mr. Knightowl,Chicano Rap,0.845,0.609,-6.896,0.0753,0.164,0.0,0.219,0.42,79.963,4
3Yx0ngO540ovQQz4x37zVl,Ordinary Day,Cali Life Style,Chicano Rap,0.837,0.587,-7.422,0.259,0.0376,0.0,0.132,0.505,114.568,5
7cKXFXk5MWkRo3lku9MBCX,Do You Wanna Get High ?,Central Coast Clique,Chicano Rap,0.922,0.495,-11.096,0.241,0.583,5.6e-05,0.0732,0.871,100.576,5
5acfbEvjbcGY4t4sWak31n,Whatever You Want,Lighter Shade Of Brown,Chicano Rap,0.788,0.524,-8.173,0.11,0.0658,7.18e-06,0.0934,0.81,83.084,4
6bX4n0p2EbzlkgWrmRMR2x,True,Triple C,Chicano Rap,0.936,0.479,-10.409,0.225,0.315,0.00506,0.167,0.768,98.334,5
2clBdPFim3hBNnOxGucBFh,Ese Always Into Something,Sleepy Malo,Chicano Rap,0.585,0.89,-2.873,0.257,0.000155,0.0,0.073,0.704,89.533,5
03jaJIluH1b63i50i0lmnC,La Novela (Dos Monedas),Akwid,Chicano Rap,0.628,0.81,-5.078,0.498,0.336,0.0,0.417,0.538,143.858,5
0b0PKXI9y0kTwLhxhIsl50,Callin My Names,Chino Grande,Chicano Rap,0.768,0.787,-4.466,0.147,0.0618,0.0,0.105,0.526,84.021,4
17RSa90WTMCc4Rxh7hb2bO,You Keep Your Love Out Of My Reach,Mr. Shadow,Chicano Rap,0.783,0.592,-6.966,0.16,0.489,0.0,0.221,0.529,119.004,4
19WjxdfHudPXG4MAIHaux0,Sureno Vida,Brownside,Chicano Rap,0.699,0.553,-15.691,0.0942,0.129,0.0,0.289,0.534,92.788,0
4SyPOOM0UuoUZuox17OTk1,Sin Fortuna (Diamante Negro),Akwid,Chicano Rap,0.643,0.681,-5.872,0.377,0.153,0.0,0.49,0.609,108.782,5
0lxSOvu9CzXNpr1KxrHEOb,805 Afternoon,Central Coast Clique,Chicano Rap,0.748,0.506,-13.067,0.212,0.0476,3.2e-06,0.233,0.628,97.283,5
1CcKjHSfALxxdzWt64G9Gv,My Cloud,Joe Bataan,Chicano Rap,0.399,0.431,-11.315,0.0257,0.547,2e-06,0.333,0.565,80.022,0
7GRfnA3zE651mHrQnjklUV,Perro Negro Granjero (Perro Negro Y Callejero Y La Grange),Molotov,Chicano Rap,0.452,0.76,-6.468,0.193,0.000195,0.0896,0.329,0.606,80.55,2
2ywmoqDrldlU9ry9IiEpeU,Paquito Soul,Lighter Shade Of Brown,Chicano Rap,0.931,0.754,-12.396,0.156,0.0134,0.0,0.0294,0.714,106.841,4
3KIVddhGsdjDJDJi4RNt27,Triple C Groove,Central Coast Clique,Chicano Rap,0.953,0.432,-10.788,0.282,0.0319,0.00112,0.0888,0.343,105.139,5
45f8NLNAthLQqji8lRVuOV,Hopeless Boy (feat. David Ortiz),King Lil G,Chicano Rap,0.575,0.609,-8.037,0.19,0.0839,8.46e-05,0.62,0.392,93.774,1
7zCrKhN2u32tUQxDuIlemt,County Jail (feat. Capone E),Malow Mac,Chicano Rap,0.829,0.949,-1.236,0.276,0.249,0.0,0.278,0.627,103.003,5
1h75677yTFr5NcpJNqqFqm,Running the Streets,Malow Mac,Chicano Rap,0.735,0.772,-5.593,0.221,0.262,7.78e-05,0.117,0.767,167.024,5
5dkQXcqQB6RkHgOlvl41vr,Flats Life,Midget Loco,Chicano Rap,0.814,0.798,-7.748,0.227,0.0456,0.0,0.191,0.629,105.001,5
0Qfc9VDw6NsOjPRGcICS8c,Something I Love (About This Life),Sleepy Malo,Chicano Rap,0.818,0.577,-6.914,0.224,0.00628,0.000144,0.317,0.5,93.537,5
1WBfstEoSxWIrRBziERT9F,What's Up Girl,Cali Life Style,Chicano Rap,0.834,0.685,-8.175,0.161,0.0944,0.000306,0.237,0.922,82.055,4
7xnAoCgRBcDCFl8Tg2G270,Slutty Girls,Mr. Knightowl,Chicano Rap,0.959,0.555,-6.367,0.0882,0.122,2.87e-06,0.166,0.603,114.992,4
1sSJ9RmiIozRo4eDcTqVVw,Old English,Ese Lil Joker,Chicano Rap,0.906,0.44,-12.278,0.252,0.014,1.33e-05,0.178,0.771,93.663,5
2NVnP7qlKNUTtOC7OkWke6,Kickin Back Being Blue,Mr. Criminal,Chicano Rap,0.841,0.629,-6.47,0.3,0.0706,0.0,0.0894,0.447,94.026,5
01OFrVHgrV7ySA8hPMIth3,Oh Honey,RoyalT,Chicano Rap,0.785,0.616,-6.73,0.176,0.0357,0.0,0.11,0.665,95.577,4
284kpyWYh7ZKKLeE4AuR6b,You Know You're Special,Lil Cuete,Chicano Rap,0.937,0.565,-10.325,0.0955,0.0944,0.0,0.0928,0.897,130.012,4
4RMkS2RKc0dVR4pj7m2LvY,Ya Estuvo,Dyablo,Chicano Rap,0.821,0.542,-8.165,0.274,0.0884,0.0,0.175,0.76,87.099,5
1cM25iyn6zKOfnywTNtvyb,On A Sunday Afternoon,Lighter Shade Of Brown,Chicano Rap,0.784,0.765,-3.545,0.212,0.095,0.0,0.182,0.845,94.812,4
3NajEGiznO1cRT84v7UcRI,Criminal Mentality,Mr. Criminal,Chicano Rap,0.547,0.904,-4.822,0.385,0.254,0.0,0.286,0.69,98.389,5
7AzBuQ1KtEsSVzUWefH3sB,Controlamos Las Calles,Califa Thugs,Chicano Rap,0.475,0.537,-5.352,0.278,0.0726,0.0,0.141,0.466,83.185,5
3xMnd0372SfWyR2sxLNFmW,Sick Flow,Lil Cuete,Chicano Rap,0.841,0.847,-6.842,0.117,0.0674,0.00252,0.224,0.805,101.991,4
6cgxdda2Mhd4jtcHRc8lrY,En El Varrio,Spanky Loco,Chicano Rap,0.892,0.556,-5.028,0.331,0.00214,0.0,0.271,0.625,94.009,5
7KudYmtzoot2YcLltfM5Md,To Dago From LA,Proper Dos,Chicano Rap,0.531,0.641,-7.105,0.438,0.714,0.0,0.119,0.551,90.058,5
0QGt9U3Uww9smgUnWANhCj,I Don't Know,Slush The Villain,Chicano Rap,0.924,0.615,-8.299,0.256,0.146,5.68e-06,0.163,0.879,91.97,5
1K6oIHSzqcLpToFiwIDSI7,Memories,Cypress Hill,Chicano Rap,0.896,0.815,-5.327,0.169,0.00557,0.00107,0.366,0.712,95.954,4
7lsZqSuP3xlfPhyZ8VvlW5,Band of Gypsies - Edit,Cypress Hill,Chicano Rap,0.285,0.914,-2.977,0.0695,0.00188,0.00305,0.466,0.354,84.682,1
6aGqqVUErxLRSBSRqvtSp9,Mi Consentida,Akwid,Chicano Rap,0.73,0.679,-5.113,0.306,0.593,0.0,0.0812,0.188,92.854,5
21hFOEl3CKRHmGbBNhvAVH,Smoke Break,Jasper Loco,Chicano Rap,0.56,0.647,-6.614,0.148,0.239,0.00231,0.0794,0.567,77.954,4
2vgQwfsIeahfaFrwBUtm67,Know What I'm Sayin'?,Latin Alliance,Chicano Rap,0.848,0.672,-14.096,0.194,0.126,4e-05,0.287,0.852,102.276,4
2J0fZ5RZNaaHNRpxSxRD79,Forever Live My Name,Lil Rob,Chicano Rap,0.796,0.724,-6.516,0.154,0.0906,0.0,0.0985,0.316,96.009,4
3k3pN1Z1DwEYO6EHA5SRnK,Beautiful day (In San Diego),Young Sicc,Chicano Rap,0.611,0.432,-6.51,0.425,0.389,0.0,0.283,0.908,95.04,5
0lEgoN50D2j7sGNn3s0YKd,Los Angeles en Guerra,Conejo,Chicano Rap,0.735,0.963,-5.026,0.191,0.238,0.0,0.0936,0.347,100.062,4
1BuYRMzDJXACuLLKw8UxDO,Hey Lady,Central Coast Clique,Chicano Rap,0.901,0.452,-9.124,0.218,0.413,3.36e-06,0.0998,0.692,92.032,5
5gb2MjSKpS3FOf5i3XDtCw,We Come from the Valley,Fiesty 2 Gunns,Chicano Rap,0.695,0.659,-6.331,0.206,0.0453,0.0,0.0729,0.336,89.993,5
1oLg2VcHLCAYQvpInaj8H6,"Sniper, Sniper, Sniper",Southland Gangsters,Chicano Rap,0.728,0.757,-5.59,0.244,0.129,0.0,0.361,0.504,90.837,5
0Se3MuBIM5Mu12Tv9M6Ajc,Pretty Girl - Remix,Dyablo,Chicano Rap,0.848,0.608,-7.473,0.21,0.128,0.0,0.072,0.654,88.011,4
0PTIaDBvHcV8PwEQYwKnln,Soy Un Jugador,Akwid,Chicano Rap,0.746,0.806,-4.523,0.302,0.274,0.0,0.0968,0.963,167.986,5
2hXbOyqLdYqLekrcY7TZFv,California,Akwid,Chicano Rap,0.901,0.752,-4.475,0.324,0.227,0.0,0.144,0.519,98.001,5
1meBN40Ku6TzubmHHyMEA6,Take A Miracle,In The Parque,Chicano Rap,0.83,0.551,-8.308,0.0417,0.0109,0.0,0.176,0.372,95.464,4
2XThjBSUTyGe3UEY7O8YSC,Premonitions,The Psycho Realm,Chicano Rap,0.793,0.546,-10.045,0.389,0.105,0.0,0.0834,0.343,99.936,5
68NsKQfuKRG43HgMhkb9j1,You Have One Devil but Five Angels,Jedi Mind Tricks,Chicano Rap,0.591,0.931,-3.708,0.331,0.0347,0.00498,0.0732,0.467,169.894,5
0KW2JqqbzkzlebDjXI62OB,Demons,Alec Benjamin,Global Top 50 | 2020 Hits,0.708,0.489,-7.608,0.0366,0.665,0.000138,0.302,0.771,142.925,0
6gbLpUQtUU8ojzbE9jKt5A,On Somebody,Ava Max,Global Top 50 | 2020 Hits,0.698,0.742,-4.169,0.0541,0.0164,3.39e-06,0.158,0.767,137.844,4
17XU1PTSv4OfcBUE8rNYWm,Kiss Somebody,Julie Bergan,Global Top 50 | 2020 Hits,0.685,0.75,-4.818,0.0837,0.0436,0.0,0.272,0.688,105.054,4
7jHJ2MzIKO1kIMxGamKRKn,16,Highly Suspect,Global Top 50 | 2020 Hits,0.534,0.621,-5.205,0.0449,0.00124,1.39e-05,0.0596,0.186,91.845,2
1i3z3GR1JtLswOSJNO0BQw,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,Global Top 50 | 2020 Hits,0.394,0.718,-6.336,0.0607,0.706,0.0,0.116,0.247,151.912,0
2SXJE0Afzf52dX1OD9BMsC,Traffic Jam,Banx & Ranx,Global Top 50 | 2020 Hits,0.808,0.856,-3.635,0.0493,0.00776,0.0,0.119,0.599,107.019,4
7cohRKBHDeIVhPGlU9toqE,One More Try (from & Juliet),Jessie J,Global Top 50 | 2020 Hits,0.665,0.434,-8.142,0.0337,0.221,6.15e-06,0.0765,0.363,114.842,0
6dNaImQJF0Y1wrjMBy4KLz,Don't Answer (feat. Wiley),KAMILLE,Global Top 50 | 2020 Hits,0.701,0.789,-3.797,0.0748,0.00417,0.0,0.0783,0.62,143.032,4
6Ngm2VhQna3DJGSYf5ePVG,The Wrong Ones,JC Stewart,Global Top 50 | 2020 Hits,0.556,0.668,-6.245,0.0874,0.0536,0.0,0.066,0.695,172.913,2
0kPIrtp3youhat1nkmPACX,Write It Down,Hamzaa,Global Top 50 | 2020 Hits,0.499,0.578,-5.126,0.0874,0.352,0.0,0.0785,0.353,164.004,2
2oeYjGXqPooFVy64aoqrJP,This Is On You,Maisie Peters,Global Top 50 | 2020 Hits,0.711,0.514,-6.892,0.0721,0.493,0.0,0.111,0.296,96.026,0
79JBjIq90BrQ8Ws0pUhlzD,Mad Love,Mabel,Global Top 50 | 2020 Hits,0.622,0.796,-2.999,0.172,0.667,0.0,0.106,0.62,197.705,2
3R8PKPTPgHApBhCt3NUJ0q,Killing Butterflies,Lewis Blissett,Global Top 50 | 2020 Hits,0.592,0.783,-5.291,0.251,0.34,0.0216,0.0575,0.498,143.952,5
1dA9GzuP546CjJT0n9tZoe,Lazy Day (feat. Danny Ocean),Fuse ODG,Global Top 50 | 2020 Hits,0.868,0.862,-4.863,0.0812,0.0228,1.69e-05,0.0898,0.623,126.976,4
1hxE8xAp7CrBsdpiRpiWFy,Crown,Stormzy,Global Top 50 | 2020 Hits,0.542,0.581,-5.687,0.159,0.701,1.02e-06,0.0741,0.0857,108.909,0
3nPirjzmTUAvvtD1IUOuM1,Donde vas (Latin Village 2017 Anthem),D-Rashid,Latin Village 2019,0.816,0.828,-5.512,0.145,0.145,0.0,0.176,0.728,99.967,4
7IIZhHNWEuql9nHqY20yqE,Ritmo Do Meu Flow (LatinVillage 2019 Anthem),D-Rashid,Latin Village 2019,0.56,0.835,-4.869,0.122,0.00533,0.000992,0.174,0.786,126.115,4
5mjxFNxtova6VGsAyOLCXX,Can't Lie (feat. James Francis & Kalibwoy) - Praia Del Sol & Renco Dub Remix,D-Rashid,Latin Village 2019,0.81,0.76,-4.486,0.116,0.00368,0.345,0.0318,0.435,103.982,4
7J0FbNB76UF1rNqTLxN1Ak,So Much Love (feat. Charly Black & Stevie Appleton),Afro Bros,Latin Village 2019,0.744,0.69,-2.975,0.229,0.205,2.09e-05,0.189,0.348,179.91,5
1E2DkbiYapTkrz1p2wAJI9,Wine Als Een Motjo (feat. J. Koy),Merdan D,Latin Village 2019,0.708,0.703,-5.507,0.151,0.024,6.09e-06,0.101,0.531,103.972,4
0djJHkW5AIesWpsvLXQzHf,Monkey Move,Nixon Joseph,Latin Village 2019,0.846,0.663,-8.877,0.0831,0.165,0.703,0.0637,0.686,105.0,3
1NiTI21o1E44GSa7QGpULQ,Omw,Tom Thomson,Latin Village 2019,0.876,0.519,-5.499,0.0713,0.0394,0.19,0.0953,0.533,103.012,4
0vFGkxCw2H1bd5cXq2Ibdz,Ta Papia,Steve Andreas,Latin Village 2019,0.908,0.848,-7.456,0.0652,0.349,0.916,0.104,0.378,103.008,3
3XNgsPXO4e9rrR17sj8xAm,Bobslee,Merdan D,Latin Village 2019,0.887,0.422,-8.578,0.235,0.241,0.0,0.0694,0.469,100.108,5
0IOb3ODBaDXG3awyCTh4a5,MAMBO (feat. Childsplay & Chuckie),Jaycob Duque,Latin Village 2019,0.839,0.777,-5.032,0.211,0.0431,4.32e-05,0.285,0.753,99.97,4
70SvleFZgN8XM1vCMh68QC,Bend Ova,Freddy Moreira,Latin Village 2019,0.717,0.823,-3.96,0.278,0.00649,0.000534,0.198,0.76,107.033,5
2iGzob9G60CTwriOyUvhK3,Rude Vybez,Merdan D,Latin Village 2019,0.761,0.865,-8.56,0.0749,0.0156,0.934,0.0722,0.696,110.08,3
2Ly4Tl8bodR8neC1ByH7aU,Pantat (feat. Jpb),Kimberlee Ramirez,Latin Village 2019,0.906,0.497,-7.062,0.332,0.000886,0.0684,0.107,0.17,100.026,5
0uvJoks3RtakLmRXz6RYAO,Hopi Chan Chan (feat. Ori),Sam Blans,Latin Village 2019,0.758,0.595,-12.373,0.422,0.0794,0.00815,0.0873,0.239,127.687,5
0pbDSZcemLKgoJfeJE1uZN,Ta Malo,Scorpion,Latin Village 2019,0.933,0.828,-4.021,0.127,0.0186,0.24,0.0675,0.47,105.01,4
4IE2MeCLguHgGYPBg75L7Z,I Tell Them (feat. Jack & Lewis),Sam Blans,Latin Village 2019,0.598,0.823,-5.043,0.243,0.0438,3.2e-06,0.0599,0.279,107.772,2
50LC039wMtdkPSi7Bbani1,Mascara,Steve Andreas,Latin Village 2019,0.794,0.677,-7.154,0.0587,0.025,0.557,0.0609,0.654,104.996,3
1OE32eQVokm7LP3Z5UfABK,Baile Sanka,Freddy Moreira,Latin Village 2019,0.847,0.982,-5.521,0.111,0.00128,0.7,0.293,0.799,104.946,3
4GYAyxGETbdonxYkFwKZzm,Tringeling,Johnny 500,Latin Village 2019,0.709,0.845,-5.917,0.199,0.105,3.14e-05,0.249,0.529,99.026,4
3f303JWYskqnwu8GhQY6dV,Catalina,Merdan D,Latin Village 2019,0.834,0.934,-2.898,0.173,0.0651,0.000795,0.0523,0.592,105.021,4
7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),Wiley,Latin Village 2019,0.887,0.765,-5.207,0.0669,0.00915,0.000872,0.0907,0.456,102.958,4
2arTwcwCHxJ5qTcuinVTrd,Possitive Vibes,Jack & Lewis,Latin Village 2019,0.633,0.478,-7.507,0.397,0.14,0.000184,0.204,0.108,133.203,5
0QwT9agPoWCRFoSbcNLFId,Amsterdamn,Donny Duardo,Latin Village 2019,0.867,0.5,-10.75,0.161,0.0278,0.00161,0.0874,0.507,105.008,4
5EOQGKM31o5poLsCeHQEdE,Pacul,Afro Bros,Latin Village 2019,0.532,0.421,-5.726,0.346,0.386,0.0,0.0817,0.489,200.095,5
39bipb25GobAR4QtYISUcw,Savages - Magnificence Remix,Sunnery James & Ryan Marciano,Latin Village 2019,0.79,0.903,-3.911,0.0468,0.0528,0.0474,0.131,0.398,125.988,2
1tMLctnXtuaQnAUVGCE5Cc,Badman,Sunnery James & Ryan Marciano,Latin Village 2019,0.755,0.765,-4.437,0.0552,0.0012,0.0303,0.321,0.424,130.038,2
2ru5C9h7uWBQhDrqa083h1,Latino,Chuckie,Latin Village 2019,0.718,0.915,-3.899,0.139,0.0157,0.501,0.43,0.792,127.786,1
6JjPBQfI2Y8nIjnm65X6Pw,X - Remix,Nicky Jam,Latin Village 2019,0.663,0.696,-4.957,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,2
4mUF66nzbY3OzhMkqDN2I3,Mi Like It,D'Koncep,Latin Village 2019,0.614,0.705,-6.715,0.247,0.12,4.49e-05,0.074,0.458,107.951,5
7cex6yessTL6BioKHqra7H,She Knows (feat. Magic & Beyond),Sam Blans,Latin Village 2019,0.747,0.841,-8.75,0.0434,0.579,0.122,0.116,0.319,124.991,0
6QgrtZd7jesLhayETrYOnA,Le Flute,Larris V,Latin Village 2019,0.795,0.856,-6.765,0.0432,0.000461,0.797,0.121,0.288,125.999,3
5O96PXUsmAvxU67MAqUzDj,Para voce (feat. Curio Capoeira),Gregor Salto,Latin Village 2019,0.944,0.634,-6.138,0.132,0.0131,0.0,0.0773,0.671,127.048,4
0cIadtlc6acyPFeWcSJlDg,Magalenha (feat. Sergio Mendes),Simon Fava,Latin Village 2019,0.751,0.896,-3.999,0.0456,0.0222,0.000241,0.135,0.247,125.986,2
3VRm1ndxLycjkMb3NbVo2I,Drum Power,Dominic Candela,Latin Village 2019,0.788,0.845,-6.307,0.0649,0.00584,0.877,0.0217,0.647,128.016,3
6XpzdyRx97lEZUO5oYY4up,King Of Drums - Original Mix,Genairo Nvilla,Latin Village 2019,0.792,0.8,-7.175,0.0788,0.000278,0.252,0.174,0.201,128.036,2
6orfSH8KcGkjSGCDHmyndP,Offbeat Swag - Maroy's Deep Drums Remix,Bryan Dalton,Latin Village 2019,0.797,0.881,-4.799,0.181,0.00506,0.392,0.189,0.352,126.005,3
04tmaeovxpMohaexgyAvBe,Marimba - Original Mix,Soul Cartel,Latin Village 2019,0.798,0.748,-10.83,0.0445,0.00613,0.899,0.101,0.156,125.995,3
2jIUKkS79nJDsW0wFH7fSp,Matan,Genairo Nvilla,Latin Village 2019,0.841,0.867,-6.228,0.127,0.0146,0.602,0.0651,0.498,107.995,3
3cjmw2pVDp6NqCW3MeDGaF,Bang - Radio Edit,Genairo Nvilla,Latin Village 2019,0.815,0.864,-3.582,0.078,0.0605,1.57e-05,0.0395,0.576,108.028,4
38AuHaV0yZE1LGmyzhPQeC,Wild,Diaz & Bruno,Latin Village 2019,0.813,0.828,-3.735,0.166,0.0506,0.0,0.128,0.519,99.946,4
7rW7skeU9ekO9V1NLlqnsP,Karusell - Original Mix,Leroy Styles,Latin Village 2019,0.638,0.71,-3.795,0.097,0.0379,0.129,0.0943,0.315,128.006,2
3EwnwCYCO2mnCoYj5NLhER,Ni Gucci Ni Prada - Remix,Kenny Man,Latin Village 2019,0.81,0.756,-6.07,0.0969,0.245,0.0,0.358,0.919,105.005,4
00Hveeqs6yqFu6MvZ50rj9,Brut Riddim - 120 bpm,Sidney Samson,Latin Village 2019,0.849,0.583,-9.003,0.276,0.000242,0.857,0.117,0.503,149.756,3
6UIfrFY2ZcSiTHgYfcGp41,BEBE,Randy Leroy ft. Bollebof,Latin Village 2019,0.662,0.78,-4.414,0.0449,0.163,0.0,0.084,0.557,104.825,4
4l8MrLcITpm1mbNzlhreDy,Keep Calm (feat. Craigy-T & Gregor Salto),OYE!!!,Latin Village 2019,0.814,0.875,-1.373,0.23,0.44,1.17e-06,0.146,0.717,107.978,4
2DCOQsX4W1SfUWsTcVqLgr,Kod Bateria Riddim,Genairo Nvilla,Latin Village 2019,0.844,0.913,-8.537,0.0736,0.00293,0.886,0.0876,0.282,127.033,3
3iTllF0YzTTQqFs7894HIb,Rutte No Jave,Freddy Moreira,Latin Village 2019,0.898,0.943,-3.491,0.0611,0.0264,0.0053,0.393,0.778,107.986,4
4A7E0sszYyJdFwCL9rXcC9,King Shaka,Sam Blans,Latin Village 2019,0.949,0.408,-13.201,0.171,0.00912,0.401,0.0888,0.281,125.007,0
2zDvZg3SGSk2hiqa53RvjY,Drums Of Tobago - Extended Mix,Sunnery James & Ryan Marciano,Latin Village 2019,0.713,0.947,-4.418,0.0563,0.00554,0.254,0.0642,0.534,126.008,2
06w0oAWnAqdbWLLur7KcnL,Rude Gyal,Freddy Moreira,Latin Village 2019,0.888,0.882,-3.953,0.106,0.0178,0.871,0.139,0.69,100.008,3
4QrPdtlh4SkQu0tcZeNVGK,Arcade - Original Mix,RoulnDoors,Latin Village 2019,0.716,0.985,-1.693,0.052,0.000444,0.223,0.00946,0.637,128.003,4
7rbtPvn8GtKVhwADK5yXgP,Bangalore,Divolly & Markward,Latin Village 2019,0.779,0.847,-6.468,0.0964,0.00481,0.596,0.1,0.46,126.022,3
45RKuwuzuvvGQGj8rQYjbp,Damelo (You got what I want) - Original Mix,Gregor Salto,Latin Village 2019,0.819,0.647,-8.594,0.109,0.0313,0.0882,0.0757,0.297,128.021,4
5FYzead4jdJ1YtBW4PpIE0,Mind Drum,Genairo Nvilla,Latin Village 2019,0.867,0.968,-3.826,0.0598,0.0172,0.907,0.147,0.11,127.017,3
3hyCD76SOIQ9JpNK1hd5kl,Maria Lionza - Massivedrum Remix,Praia Del Sol,Latin Village 2019,0.817,0.896,-4.702,0.067,0.0325,0.851,0.0333,0.497,127.987,3
6B2jCsxTgUC6rURVq9MrX3,Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,Latin Village 2019,0.766,0.986,-4.302,0.121,0.0142,0.033,0.348,0.324,128.008,2
4hWWznCKz0RvzBglrKontS,W. T. F.,Genairo Nvilla,Latin Village 2019,0.891,0.988,-4.637,0.136,0.00214,0.929,0.0752,0.12,126.007,3
20g0Iatv8qyHzcz5ETphU6,Mood For Lovin',Freddy Moreira,Latin Village 2019,0.879,0.846,-3.721,0.188,0.0347,2.09e-05,0.0997,0.625,99.95,4
2TUJkHltq1US7pmQOTniTe,Kesh,D-Rashid,Latin Village 2019,0.687,0.931,-2.937,0.0648,0.00196,0.86,0.703,0.406,127.003,1
4lwXoXdmRQvgm5Y1n5ixSY,City Aya,Renato S,Latin Village 2019,0.706,0.923,-5.458,0.0392,0.000318,0.282,0.0328,0.491,125.001,2
4k8EevES7UPGwTwPdQyEDB,Crush - Silvio Luz Remix,Andrew Mathers,Latin Village 2019,0.801,0.993,-4.23,0.0648,0.00331,0.829,0.0338,0.805,128.009,3
0kcCjSaPCL7B4X4Jf9o54D,Faya,Genairo Nvilla,Latin Village 2019,0.522,0.919,-6.954,0.0868,0.0019,0.76,0.0757,0.53,126.026,3
7tJi1MZ3LF8W8Q0KLydmBP,Oyá,Igor Neves,Latin Village 2019,0.831,0.946,-5.48,0.158,0.059,0.00819,0.177,0.617,127.994,4
0Ll7EscfdojxDqIfiFLzfo,Jam,Genairo Nvilla,Latin Village 2019,0.796,0.927,-5.711,0.108,0.00559,0.865,0.0547,0.41,126.021,3
3JpiZITCzjmUa8Ej9A9BDe,Pure Fyah - Album Mix,Carlitos Moreno,Latin Village 2019,0.583,0.944,-3.301,0.276,0.00557,0.0609,0.0486,0.702,128.199,5
744HMYo9mM3ZTPGKOjUZz3,Ja Te Falei 2015 Rework,Igor Neves,Latin Village 2019,0.854,0.974,-3.361,0.0734,0.0363,0.104,0.0758,0.467,128.0,4
